店舗ID,店舗名,ジャンル,総合評価,店舗URL,レビュアー,レビュー評価,レビュー日付,レビュー本文
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,,"ワインを楽しくカジュアルに飲める場所をあまり知らないので…そんな風に切り出された懇親会の場所に推薦したのがこちら。
そんな大勢の懇親会にも使えますが、この日の写真は少人数での訪問時のもの。

この日の使い方は、お店のメニューにあるワインより少しだけ良いワインをお隣のショップで買ってお持ち込み。
時間帯、曜日によってBYOフィーに割引を設定してくれているので、まるで家飲みの感覚で素敵なワインを味わいつつ…オーダーしたのは以下の品々。
お肉
チーズのフリット
パスタ
等々

カジュアルな大人数の飲み会でも、少人数のワイン会でも、あるいは一人飲みでも。
相変わらずちょこちょこお邪魔して楽しませていただき、ありがとうございます。"
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,,"テーマ：美味しいお店を教えて！(16727)カテゴリ：お外ごはん

久しぶりに主人と「有楽町ワイン倶楽部」へ行きました。

場所はJR有楽町駅近く有楽町電気ビルB1Fです。

気取りのないお店。
隣にワインショップも併設しています。

行った日は２時間制でした。

先ずは泡で乾杯～♪

ワイン樽を使った狭い席を選べばハッピーアワーで１時間お安く飲めますが
私達はテーブル席で。

お通し

「帆立のカルパッチョ」

「ローストビーフ」

チーズとトリュフがたくさん掛かっています。
（トリュフ好き☆彡）

アボカドとアマエビのなんちゃら～
フレンチの様な逸品です。

ここで併設のワインショップでナパの白ワインを選びました。
（１番上の画像の右側がワインショップ）

以前主人が飲んで樽の香りのする重厚な白ワインで美味しかったそうで決定！
ワインショップからの持ち込み料は５００円でした。
（以前はもっとしていたけれど値下げしたのかな？）

確かにキレのある重厚な白ワインで美味しい～

メニューにもワインはあり持ち込み料なしで注文できます。
でもより高品質なワインを飲みたいのならワインショップで選ぶのがお勧め。

「ガーリックシュリンプ」

たくさん海老が入っている様に見えますが実は半分は海老の殻。。
海老はぷりぷりで殻は香ばしくて美味しかったです。

「生ハム」

この辺からもう記憶がない。。（＞＜）

「チーズ盛り合わせ」

たくさん飲んで～食べて～　楽しい夜を過ごしました♪

お会計は主人が払ったので解りませんが
お手頃だったらしいです。汗。"
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/12訪問
1
回目",本日は有楽町駅の日比谷口方面にあるワインバーに訪問。飲み放題付きのコースで赤や白やスパークリングなどのワインとイタリアン系の料理がサーブされる。生ハム、鴨ロース、エビや魚、ステーキ、バジルパスタなどなど。美味しくいただきました。ご馳走様でした。
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/12訪問
1
回目","ワインの販売もやっていて、そこからの持ち込みは無料になることがあるとのことで行ってみた

とりあえずハッピーアワーでスパークリングワインを注文してみた

食べ物はとりあえず牛肉のカルパッチョを注文

チーズの削ったものがいっぱい乗っていてチーズだけでもつまみに

あとからワインを買いに行って持ち込み

カルパッチョも頼んでみた"
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/12訪問
1
回目","平日丸の内でデートなんて良いもんですよね。そんな憧れを満たしてくれるようなキラー酒場ありました。

有楽町ビルディングの地下、様々な飲食店が軒を連ねる内の一軒に、こちらのワイン倶楽部があります。店内のワイナリーでワインを選び、購入し、飲むこともできる。ワイン好きなら間違いなくハマる。
価格も、割と抑えめでアクセスも良し。
何より接客が心地良いです。

やはりワイン酒場ですから、
ワイン自体のみならず、ワインカクテルも豊富。
スプリッツァーやカチ割りワインなんかを沢山飲んでみました。テーブル席とバルスタイル、それぞれ選べ、バルスタイルで飲み食いすると割引が効くカクテルもあります。

さて、料理ですが、バルでありビストロ系のものが多く、タルタルやハム、お肉などのガッツリなものをいただける。ワインと合わせるのが楽しいです。

マグロとアボカドのタルタルに、ガーリックシュリンプ、ハムにハラミステーキを注文しました。

どれもワインと合うことは言わずもがな、
ハラミステーキは29の日だったらしく、増量してくれました。

カジュアルに雰囲気良く、それでいてアクセスも良い上に接客良し。酒と飯の充実度を含めても、この辺一帯ではレベルが高い方だと思います。
迷ったらここでなんとかなる。

ご馳走様でした。"
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/11訪問
1
回目","有楽町電気ビルの地下にある当店。ビルの地下というロケーションがなかなかテンション上がりませんが、当店の料理は全て手が込んでいで素晴らしく美味しい。

ボトルワインをメニューから適当に選んで飲みましたが、よく見ると横にセラーがあり、抜栓料を追加して飲めるとの事。知らなかった〜…

必ずリベンジします！"
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/11訪問
1
回目",有楽町ワイン倶楽部は、100種類以上のワインを揃えた併設ワインショップ直結のビストロバー。料理は牛カルパッチョやステーキなど、ワインとの相性を考えたビストロ料理が豊富。店内には個室やバルスペースもあり、デートや女子会、ワイン好きの集まりにもぴったり。ワイン持ち込みもできてコスパが高く、気軽に立ち寄れる大人のワイン飲み場です。 ￼
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/11訪問
1
回目",予約なしで平日20時頃に伺いました。たまたまスタンド席なら入れます！とのことで初訪問。中のワイン屋さんで詳しい店員さんに相談しながらワインを選ぶのも楽しく（たまたま持ち込み料無料だった！キャンペーン？）、お料理がとにかくどれも美味しくて大満足でした。店員さんもとても親切でカウンターテーブルの奥行きが浅すぎること以外は完璧。また必ず伺います！
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/11訪問
1
回目","今回は有楽町ワイン倶楽部さんに来ました！

こちらはワインショップが併設されており、そちらで購入したボトルの持ち込みもする事が出来ます‍♂️

料理もメニューが豊富でどれも美味しかったです！
特に美味しかったのは人気No. 1メニューの「牛肉のカルパッチョふわふわチーズがけ」！
口どけの良いふわふわのチーズが薄切りの牛肉と相性抜群で最高でした✨

また是非行きたいと思うお店でした！"
13137968,有楽町ワイン倶楽部,ビストロ、イタリアン、ワインバー,3.47,https://tabelog.com/tokyo/A1301/A130102/13137968,,,"2025/11訪問
1
回目","久々当たりでした〜！
駅から直結なのもとてもいいです。

ワインも隣で好きなもの買えて持ち込み可能だし、食べたもの全て美味しかったです。
日にちによって持ち込み価格もサービスされて良き。

定員さんも親切でとても満足度が高かったです。
リピートします。"
